host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,,NumberOfVerfication,govermentIdentification,,numberofamentities
6376612,42,1,1,83,2738,f,1,1,1,t,0,f,1,2,1,1,,1,24,54,83,1,f,1,8,yes,1,17
49178798,45,30,1,0,1821,t,0,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,9,f,1,4,no,0,27
303335248,45,27,1,12,388,t,0,0,0,t,0,f,1,2,1,1,1,1,0,12,12,27,t,0,2,no,0,29
766039,49,62,8,57,3420,t,0,8,8,t,0,t,0,2,1,1,2,1.333333333,8,28,57,2,f,1,6,yes,1,47
67683103,49,4,1,179,1667,f,1,1,1,t,0,t,0,2,1,1,1,1,30,60,90,0,t,0,7,no,0,22
184166218,57,5,2,0,941,t,0,2,2,t,0,t,0,6,15,3,3,7,0,0,0,0,f,1,6,yes,1,18
184166218,57,18,2,62,941,t,0,2,2,t,0,t,0,6,15,3,3,7,0,26,56,3,f,1,6,yes,1,19
766039,58,76,8,57,3420,t,0,8,8,t,0,t,0,2,1,1,2,1.333333333,8,28,57,0,f,1,6,yes,1,40
48583008,75,0,1,0,1828,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,3,no,0,15
766039,85,53,8,57,3420,t,0,8,8,t,0,t,0,2,1,1,1,1,8,28,57,0,f,1,6,yes,1,47
766039,85,14,8,0,3420,t,0,8,8,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,6,yes,1,47
276327149,95,0,1,29,484,f,1,0,0,t,0,f,1,2,1,1,1,1,29,29,29,0,t,0,2,no,0,13
80752999,140,10,1,300,1595,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,25,1,t,0,3,no,0,20
90160690,40,4,1,0,1547,f,1,1,1,t,0,t,0,2,15,1,2,6,0,0,0,0,f,1,5,no,0,22
179037903,75,0,1,179,969,f,1,1,1,t,0,f,1,1,1,1,,1,29,59,89,0,f,1,4,yes,1,16
76672849,27,0,1,0,1615,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,1,no,0,8
2887508,39,23,2,365,3045,t,0,2,2,t,0,t,0,2,1,1,1,1,30,60,90,2,f,1,6,no,0,22
2772795,50,0,1,0,3057,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,12
125289634,51,3,1,31,1309,t,0,2,2,t,0,t,0,1,1,1,0,0.666666667,19,31,31,0,t,0,6,yes,1,33
2887508,70,4,2,179,3045,t,0,2,2,t,0,t,0,2,1,1,1,1,29,59,89,3,f,1,6,no,0,20
43776498,100,4,3,55,1889,t,0,3,3,t,0,f,1,1,1,1,1,1,0,25,55,0,t,0,6,yes,1,25
199459538,100,3,5,0,862,f,1,6,6,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,19
234600123,100,8,1,0,675,t,0,1,1,t,0,f,1,8,5,4,4,4.333333333,0,0,0,3,t,0,2,no,0,20
93217648,100,0,4,300,1530,t,0,4,4,t,0,f,1,2,1,2,0,1,0,0,25,0,f,1,3,no,0,19
81469020,100,0,2,89,1591,f,1,2,2,t,0,f,1,1,1,1,1,1,29,59,89,0,f,1,6,yes,1,16
81469020,100,0,2,179,1591,f,1,2,2,t,0,f,1,1,1,1,1,1,29,59,89,0,f,1,6,yes,1,16
126341244,100,0,3,179,1303,f,1,2,2,t,0,f,1,2,15,1,1,5.666666667,29,59,89,0,f,1,6,yes,1,28
42313707,120,11,1,0,1906,f,1,1,1,t,0,t,0,3,15,1,1,5.666666667,0,0,0,0,f,1,5,no,0,26
55184998,120,14,1,269,1758,f,1,2,2,t,0,t,0,2,15,1,1,5.666666667,29,59,89,0,f,1,4,no,0,44
73347124,120,6,3,177,1633,t,0,6,6,t,0,t,0,4,1,2,3,2,0,0,0,2,f,1,7,yes,1,25
43776498,120,2,3,145,1889,t,0,3,3,t,0,f,1,1,1,1,1,1,0,25,55,1,t,0,6,yes,1,25
70271260,125,0,1,0,1651,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,3,yes,1,24
83182850,140,0,3,0,1583,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,26
83182850,150,0,3,0,1583,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,19
91404153,150,0,1,90,1540,f,1,1,1,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,4,yes,1,19
21983330,195,0,1,0,2233,f,1,1,1,t,0,t,0,4,15,2,2,6.333333333,0,0,0,0,t,0,8,yes,1,17
81442655,250,0,1,179,1591,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,0,f,1,1,no,0,25
41654050,280,10,1,332,1913,t,0,2,2,t,0,t,0,4,1,1,2,1.333333333,0,27,57,6,f,1,6,yes,1,42
199459538,311,1,5,0,862,f,1,6,6,t,0,f,1,4,2,2,2,2,0,0,0,0,f,1,2,no,0,21
123828561,33,8,2,83,1318,f,1,2,2,t,0,t,0,1,1,1,1,1,0,0,0,2,f,1,8,yes,1,12
60960633,395,2,3,90,1716,t,0,7,7,t,0,f,1,2,2,5,2,3,30,60,90,0,t,0,6,yes,1,28
87827181,40,1,1,0,1560,f,1,1,1,t,0,f,1,6,3,3,3,3,0,0,0,0,f,1,5,yes,1,12
93217648,41,1,4,86,1530,t,0,4,4,t,0,f,1,1,1,1,1,1,26,56,86,0,t,0,3,no,0,14
4546887,44,10,1,365,2870,f,1,2,2,t,0,f,1,1,1,1,1,1,30,60,90,0,f,1,5,no,0,41
123828561,45,66,2,117,1318,f,1,2,2,t,0,t,0,1,1,1,1,1,0,3,28,0,f,1,8,yes,1,6
9600458,45,0,1,325,2575,f,1,1,1,t,0,t,0,1,1,1,1,1,0,20,50,0,t,0,6,yes,1,21
12384860,48,36,2,209,2456,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,2,t,0,4,no,0,0
40642111,49,100,1,179,1924,t,0,1,1,t,0,f,1,2,1,1,1,1,30,60,90,25,f,1,8,yes,1,29
48445727,49,92,1,0,1829,t,0,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,28,f,1,9,yes,1,35
271081082,49,6,1,0,505,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,0,0,0,3,f,1,2,no,0,35
73347124,50,13,3,0,1633,t,0,6,6,t,0,t,0,1,1,1,1,1,0,0,0,3,f,1,7,yes,1,31
117813296,50,81,1,0,1356,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,3,no,0,19
86208228,50,1,2,0,1568,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,4,yes,1,29
59353825,50,1,1,0,1727,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,1,t,0,7,yes,1,40
25673488,50,1,1,0,2135,t,0,7,7,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,6,no,0,43
10135649,52,26,1,43,2548,f,1,1,1,t,0,t,0,2,1,1,1,1,0,13,43,5,f,1,5,no,0,27
20809930,55,0,1,365,2262,f,1,1,1,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,6,yes,1,18
84486308,55,96,1,0,1576,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,8,yes,1,18
286242618,55,9,1,208,452,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,9,t,0,6,yes,1,52
77756458,55,4,1,248,1610,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,22,4,f,1,3,no,0,21
9297264,59,10,1,0,2590,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,5,no,0,15
48989695,60,6,1,324,1823,f,1,1,1,t,0,f,1,1,25,1,1,9,0,19,49,4,f,1,6,yes,1,22
93217648,60,34,4,0,1530,t,0,4,4,t,0,f,1,2,1,1,1,1,0,0,0,4,t,0,3,no,0,28
106843158,60,5,2,360,1431,t,0,1,1,t,0,t,0,4,1,2,2,1.666666667,25,55,85,5,f,1,9,yes,1,27
55964408,60,0,1,0,1752,f,1,0,0,t,0,t,0,1,1,1,,1,0,0,0,0,t,0,5,no,0,17
12384860,65,33,2,300,2456,f,1,2,2,t,0,t,0,1,1,1,1,1,0,0,25,6,f,1,4,no,0,7
73347124,65,16,3,177,1633,t,0,6,6,t,0,t,0,1,1,1,2,1.333333333,0,0,0,4,f,1,7,yes,1,35
242509487,65,42,1,25,638,t,0,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,25,28,t,0,5,yes,1,37
304271382,65,0,1,365,383,f,1,3,3,t,0,t,0,1,1,1,1,1,30,60,90,0,t,0,5,yes,1,13
199459538,67,7,5,0,862,f,1,6,6,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,2,no,0,24
16593200,69,4,2,344,2346,t,0,1,1,t,0,t,0,2,1,1,1,1,11,41,69,4,f,1,7,yes,1,17
106843158,70,5,2,322,1431,t,0,1,1,t,0,t,0,2,1,1,1,1,0,17,47,5,t,0,9,yes,1,25
139153957,73,124,1,87,1222,t,0,1,1,t,0,f,1,2,1,1,1,1,27,57,87,21,f,1,3,no,0,31
14753013,75,9,1,336,2390,f,1,1,1,t,0,t,0,1,15,1,1,5.666666667,29,59,89,1,f,1,6,no,0,28
45071277,75,5,1,55,1873,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,25,55,2,f,1,4,yes,1,25
155048477,75,59,1,0,1119,t,0,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,8,t,0,7,yes,1,40
93217648,75,4,4,208,1530,t,0,4,4,t,0,f,1,2,1,1,1,1,0,0,0,1,t,0,3,no,0,22
112938392,75,1,1,178,1387,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,28,58,88,0,t,0,2,no,0,21
71016371,75,0,2,0,1647,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,t,0,6,no,0,18
35902840,75,0,1,0,1975,f,1,0,0,t,0,f,1,3,15,1,2,6,0,0,0,0,t,0,2,no,0,20
199459538,76,3,5,0,862,f,1,6,6,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,2,no,0,34
27716778,80,18,1,0,2097,f,1,0,0,t,0,t,0,2,1,1,1,1,0,0,0,2,f,1,5,no,0,27
263307183,80,13,2,90,539,t,0,1,1,t,0,f,1,2,1,1,1,1,30,60,90,8,f,1,2,no,0,29
126341244,88,1,3,179,1303,f,1,2,2,t,0,f,1,2,15,1,1,5.666666667,29,59,89,1,f,1,6,yes,1,27
60960633,89,0,3,364,1716,t,0,7,7,t,0,f,1,2,1,1,0,0.666666667,29,59,89,0,f,1,6,yes,1,27
45762793,89,1,1,365,1864,f,1,1,1,t,0,f,1,4,1,1,3,1.666666667,30,60,90,1,f,1,5,no,0,17
251699431,9999,0,1,0,593,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,1,no,0,14
16593200,90,38,2,352,2346,t,0,1,1,t,0,t,0,1,1,1,1,1,17,47,77,8,f,1,7,yes,1,23
119975921,95,0,2,0,1342,f,1,2,2,t,0,t,0,3,1,1,2,1.333333333,0,0,0,0,t,0,9,yes,1,34
194212177,95,2,1,358,886,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,23,53,83,0,f,1,4,yes,1,23
60960633,99,5,3,365,1716,t,0,7,7,t,0,f,1,2,1,1,2,1.333333333,30,60,90,3,t,0,6,yes,1,27
148342493,27,29,2,265,1168,f,1,2,2,t,0,f,1,1,1,1,1,1,26,56,86,0,f,1,8,yes,1,18
148342493,45,16,2,276,1168,f,1,2,2,t,0,f,1,1,1,1,2,1.333333333,29,59,89,0,f,1,8,yes,1,25
127070543,75,61,2,0,1298,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,20,f,1,5,yes,1,48
230736363,30,8,1,359,696,t,0,1,1,t,0,f,1,2,1,1,1,1,25,55,85,8,f,1,5,yes,1,24
10354847,40,18,1,0,2536,f,1,0,0,t,0,t,0,2,1,1,1,1,0,0,0,10,f,1,7,yes,1,24
10676305,45,171,3,12,2520,t,0,4,4,t,0,f,1,2,1,1,1,1,0,7,12,14,t,0,4,no,0,31
7501799,45,17,1,88,2675,f,1,1,1,t,0,t,0,2,1,1,1,1,29,59,88,0,f,1,4,no,0,17
28121517,49,2,1,0,2089,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,2,f,1,7,yes,1,16
31627763,50,215,1,303,2030,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,28,33,f,1,5,no,0,22
2022351,50,105,6,357,3149,f,1,6,6,t,0,f,1,2,1,1,1,1,29,59,89,40,t,0,7,yes,1,34
2022351,50,126,6,357,3149,f,1,6,6,t,0,f,1,2,1,1,1,1,29,59,89,44,f,1,7,yes,1,34
2022351,500,108,6,349,3149,f,1,6,6,t,0,f,1,2,1,1,1,1,21,51,81,30,t,0,7,yes,1,34
43022291,55,41,1,363,1898,f,1,1,1,t,0,f,1,2,1,1,1,1,28,58,88,0,f,1,5,yes,1,13
45256061,60,202,2,50,1870,t,0,2,2,t,0,t,0,2,1,1,0,0.666666667,1,20,50,34,t,0,4,no,0,23
32693411,60,0,1,0,2016,f,1,0,0,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,22
200890335,75,0,1,0,856,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,2,no,0,17
68425727,75,20,2,0,1663,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,12,f,1,6,no,0,18
45256061,79,0,2,56,1870,t,0,2,2,t,0,t,0,4,1,2,2,1.666666667,1,27,56,0,f,1,4,no,0,20
11827593,80,18,1,22,2475,t,0,1,1,t,0,f,1,2,25,1,1,9,0,0,0,1,t,0,8,yes,1,25
2022351,85,115,6,358,3149,f,1,6,6,t,0,f,1,4,1,1,2,1.333333333,30,60,90,38,f,1,7,yes,1,34
131464597,100,3,1,179,1268,f,1,1,1,t,0,f,1,1,15,1,2,6,30,60,90,0,t,0,3,no,0,23
169122634,100,64,1,0,1024,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,4,f,1,6,yes,1,35
23360671,100,19,1,94,2197,t,0,0,0,t,0,t,0,2,1,0,1,0.666666667,0,26,56,18,t,0,5,no,0,31
2085733,105,0,1,0,3140,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,9
56003150,125,33,1,0,1751,t,0,1,1,t,0,t,0,5,1,2,3,2,0,0,0,6,f,1,9,yes,1,42
211892140,225,0,4,263,807,t,0,5,5,t,0,f,1,6,2,2,2,2,24,54,84,0,f,1,4,yes,1,26
6307532,35,13,1,0,2742,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,3,f,1,6,yes,1,26
37992269,40,0,1,0,1951,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,6,no,0,10
66132196,40,24,1,0,1679,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,19
30442654,45,114,1,47,2050,t,0,1,1,t,0,t,0,3,1,1,2,1.333333333,0,25,47,31,t,0,4,no,0,25
7270355,47,61,4,316,2687,t,0,4,4,t,0,t,0,3,1,1,1,1,2,12,41,5,t,0,6,no,0,36
10574786,49,7,2,296,2526,f,1,0,0,t,0,f,1,2,1,1,1,1,20,50,80,7,t,0,5,no,0,22
41075338,50,168,2,4,1919,t,0,2,2,t,0,f,1,2,1,1,1,1,4,4,4,20,f,1,5,no,0,35
311600,50,3,1,0,3627,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,18
38853687,50,0,1,0,1942,f,1,0,0,t,0,f,1,2,1,1,0,0.666666667,0,0,0,0,t,0,8,yes,1,29
72805096,50,20,2,0,1636,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,8,yes,1,37
7270355,52,45,4,208,2687,t,0,4,4,t,0,t,0,3,1,1,1,1,0,0,0,3,t,0,6,no,0,38
118407368,55,1,1,0,1352,f,1,1,1,t,0,f,1,3,1,1,1,1,0,0,0,0,t,0,6,yes,1,21
7270355,55,9,4,207,2687,t,0,4,4,t,0,t,0,3,1,1,1,1,0,0,0,9,t,0,6,no,0,33
5958063,60,42,1,236,2765,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,1,f,1,8,yes,1,37
72805096,60,38,2,0,1636,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,3,f,1,8,yes,1,39
187155,63,19,2,0,3755,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,23
27657381,65,2,1,0,2098,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,2,t,0,8,yes,1,25
45247495,69,21,1,1,1870,t,0,4,4,t,0,t,0,2,1,1,0,0.666666667,1,1,1,2,t,0,7,yes,1,28
22930317,69,0,1,0,2209,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,7,yes,1,15
32868251,70,0,1,0,2014,f,1,1,1,t,0,t,0,2,1,2,2,1.666666667,0,0,0,0,t,0,6,no,0,13
22602974,70,1,2,0,2217,t,0,2,2,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,7,yes,1,17
68705937,70,16,1,61,1661,t,0,0,0,t,0,f,1,2,1,1,2,1.333333333,0,0,0,16,t,0,6,yes,1,27
211892140,70,0,4,268,807,t,0,5,5,t,0,f,1,2,15,1,1,5.666666667,29,59,89,0,f,1,4,yes,1,20
311667965,75,1,1,365,353,f,1,1,1,t,0,f,1,2,1,1,1,1,30,60,90,1,t,0,4,yes,1,27
906803,76,1,1,0,3388,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,18
89847657,85,94,1,0,1549,f,1,1,1,t,0,t,0,2,15,1,1,5.666666667,0,0,0,2,f,1,6,yes,1,32
10193959,120,15,4,5,2545,t,0,4,4,t,0,f,1,2,1,1,1,1,5,5,5,3,t,0,6,no,0,20
10193959,150,2,4,0,2545,t,0,4,4,t,0,f,1,2,3,1,1,1.666666667,0,0,0,0,t,0,6,no,0,21
95984465,195,4,2,90,1512,t,0,4,4,t,0,f,1,4,2,2,2,2,30,60,90,0,f,1,10,yes,1,18
29353132,20,81,2,0,2067,t,0,2,2,t,0,t,0,1,1,1,1,1,0,0,0,26,t,0,4,no,0,18
8706414,200,4,3,332,2620,f,1,3,3,t,0,f,1,1,1,1,1,1,0,27,57,2,f,1,6,yes,1,55
29353132,22,25,2,0,2067,t,0,2,2,t,0,t,0,1,1,1,1,1,0,0,0,5,t,0,4,no,0,18
183816617,29,169,1,27,944,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,66,t,0,2,no,0,17
10356250,31,25,2,357,2536,t,0,2,2,t,0,t,0,1,1,1,1,1,22,52,82,3,f,1,6,yes,1,26
10356250,32,37,2,345,2536,t,0,2,2,t,0,t,0,1,1,1,1,1,10,40,70,7,f,1,6,yes,1,31
2039313,35,5,1,361,3147,f,1,1,1,t,0,t,0,1,15,1,1,5.666666667,26,56,86,0,f,1,4,no,0,2
30654303,35,13,3,0,2046,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,3,no,0,23
145500017,35,1,1,0,1187,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,1,f,1,3,no,0,18
708301,36,52,1,55,3435,t,0,1,1,t,0,t,0,1,2,1,1,1.333333333,0,26,55,5,f,1,5,no,0,38
57469057,36,4,1,0,1740,f,1,1,1,t,0,t,0,2,15,1,1,5.666666667,0,0,0,0,f,1,5,no,0,21
179188105,36,13,2,0,968,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,8,f,1,2,no,0,43
73664426,38,136,2,317,1632,t,0,3,3,t,0,t,0,2,1,1,1,1,3,12,42,35,t,0,7,yes,1,35
30654303,39,12,3,0,2046,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,3,no,0,15
211879257,39,146,2,3,807,t,0,3,3,t,0,f,1,1,1,1,1,1,1,3,3,81,f,1,6,yes,1,29
211879257,39,101,2,1,807,t,0,3,3,t,0,f,1,1,1,1,1,1,0,1,1,53,f,1,6,yes,1,26
16308848,40,17,2,365,2353,f,1,2,2,t,0,t,0,1,1,1,1,1,30,60,90,0,f,1,6,no,0,39
16308848,40,3,2,179,2353,f,1,2,2,t,0,t,0,1,15,1,1,5.666666667,30,60,90,0,f,1,6,no,0,25
122083608,40,141,1,50,1329,t,0,1,1,t,0,f,1,4,1,1,3,1.666666667,0,22,38,39,f,1,9,yes,1,41
10411314,40,10,1,0,2534,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,22
73664426,40,100,2,141,1632,t,0,3,3,t,0,t,0,2,1,1,1,1,14,22,51,26,f,1,7,yes,1,29
21430100,40,0,6,352,2246,f,1,6,6,t,0,t,0,2,1,1,1,1,18,48,78,0,f,1,8,yes,1,22
4994570,40,6,1,47,2834,f,1,1,1,t,0,f,1,2,1,0,1,0.666666667,2,18,47,6,t,0,6,no,0,19
10114396,43,26,3,63,2548,f,1,3,3,t,0,t,0,2,1,1,1,1,4,34,63,5,f,1,4,no,0,34
41195886,45,82,2,115,1918,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,25,0,f,1,4,no,0,17
41195886,45,61,2,300,1918,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,25,9,f,1,4,no,0,29
101660866,45,4,1,0,1474,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,4,no,0,23
29351071,45,39,1,0,2067,t,0,4,4,t,0,t,0,1,1,1,1,1,0,0,0,21,t,0,5,no,0,22
109539817,45,14,2,330,1408,t,0,2,2,t,0,f,1,2,15,1,1,5.666666667,0,25,55,4,f,1,5,no,0,25
109539817,45,18,2,330,1408,t,0,2,2,t,0,f,1,2,15,1,1,5.666666667,0,25,55,6,f,1,5,no,0,17
21339912,45,2,1,0,2249,f,1,1,1,t,0,t,0,1,15,1,1,5.666666667,0,0,0,2,f,1,5,no,0,43
73187322,45,15,1,170,1634,f,1,1,1,t,0,t,0,2,1,1,0,0.666666667,21,51,81,15,t,0,5,no,0,35
37730667,46,21,1,0,1954,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,21
104631215,46,17,5,361,1450,f,1,5,5,t,0,t,0,2,1,1,1,1,26,56,86,11,t,0,6,no,0,6
113402566,49,298,2,331,1384,t,0,2,2,t,0,t,0,2,1,1,1,1,13,37,56,58,t,0,7,yes,1,29
113402566,49,320,2,338,1384,t,0,2,2,t,0,t,0,2,1,1,1,1,16,36,65,69,t,0,7,yes,1,27
52694136,49,72,2,330,1778,f,1,2,2,t,0,f,1,2,15,1,1,5.666666667,0,25,55,13,t,0,8,no,0,18
52694136,49,28,2,0,1778,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,0,3,t,0,8,no,0,19
30654303,49,31,3,0,2046,f,1,2,2,t,0,f,1,1,1,1,1,1,0,0,0,10,t,0,3,no,0,11
126370548,49,0,1,25,1302,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,25,0,t,0,3,no,0,11
42801403,50,51,2,361,1901,t,0,2,2,t,0,t,0,2,1,1,1,1,26,56,86,5,f,1,5,no,0,21
42801403,50,44,2,235,1901,t,0,2,2,t,0,t,0,2,1,1,1,1,11,13,13,6,f,1,5,no,0,25
53867118,50,108,2,252,1768,t,0,2,2,t,0,t,0,2,1,1,1,1,27,52,72,18,f,1,4,no,0,33
4359347,50,48,1,353,2893,f,1,1,1,t,0,f,1,1,1,1,1,1,18,48,78,5,f,1,4,no,0,22
10114396,50,19,3,65,2548,f,1,3,3,t,0,t,0,1,1,1,1,1,6,36,65,2,f,1,4,no,0,35
93034198,50,128,1,0,1531,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,21,t,0,6,no,0,33
179188105,50,12,2,6,968,t,0,2,2,t,0,f,1,1,1,1,1,1,6,6,6,6,f,1,2,no,0,43
104631215,51,29,5,361,1450,f,1,5,5,t,0,t,0,2,1,1,2,1.333333333,26,56,86,21,t,0,6,no,0,7
37836694,52,2,1,0,1953,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,7
104631215,53,4,5,300,1450,f,1,5,5,t,0,t,0,2,1,1,2,1.333333333,0,0,25,4,t,0,6,no,0,10
3894707,55,304,1,334,2947,f,1,1,1,t,0,f,1,4,1,1,2,1.333333333,15,31,59,4,f,1,4,no,0,29
8706414,55,0,3,363,2620,f,1,3,3,t,0,f,1,2,3,5,5,4.333333333,28,58,88,0,f,1,6,yes,1,44
177057381,56,6,4,330,980,f,1,4,4,t,0,f,1,1,1,1,1,1,0,25,55,0,f,1,5,yes,1,27
8706414,58,9,3,365,2620,f,1,3,3,t,0,f,1,2,3,12,1,5.333333333,30,60,90,1,f,1,6,yes,1,46
5730719,59,101,4,0,2779,t,0,5,5,t,0,t,0,2,1,1,1,1,0,0,0,23,t,0,6,no,0,41
37022899,59,3,1,0,1961,f,1,1,1,t,0,t,0,3,1,1,1,1,0,0,0,0,f,1,8,yes,1,19
17618378,60,34,12,28,2322,t,0,12,12,t,0,t,0,2,1,1,1,1,0,0,28,5,t,0,5,no,0,30
17618378,60,40,12,28,2322,t,0,12,12,t,0,t,0,2,1,1,1,1,0,0,28,1,t,0,5,no,0,30
10114396,60,3,3,0,2548,f,1,3,3,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,4,no,0,11
177057381,60,5,4,330,980,f,1,4,4,t,0,f,1,1,1,1,1,1,0,25,55,3,f,1,5,yes,1,28
211241199,60,10,1,0,810,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,2,no,0,18
17618378,62,13,12,28,2322,t,0,12,12,t,0,t,0,1,1,1,1,1,0,0,28,1,t,0,5,no,0,23
12756791,63,1,1,0,2444,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,1,f,1,5,no,0,14
14823197,64,51,8,13,2388,f,1,13,13,t,0,t,0,3,1,1,1,1,13,13,13,3,t,0,6,no,0,44
17618378,65,9,12,88,2322,t,0,12,12,t,0,t,0,2,15,1,2,6,29,59,88,1,t,0,5,no,0,26
17618378,65,16,12,28,2322,t,0,12,12,t,0,t,0,2,15,1,2,6,0,0,28,2,t,0,5,no,0,22
21021123,65,3,1,0,2257,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,6,no,0,17
163851428,65,13,2,179,1053,t,0,2,2,t,0,f,1,1,1,1,1,1,30,60,90,3,f,1,5,yes,1,29
924845,65,1,1,115,3385,f,1,1,1,t,0,t,0,4,1,2,4,2.333333333,0,0,25,1,t,0,5,no,0,20
21430100,67,0,6,352,2246,f,1,6,6,t,0,t,0,2,1,1,1,1,18,48,78,0,f,1,8,yes,1,23
17618378,68,60,12,28,2322,t,0,12,12,t,0,t,0,1,1,1,1,1,0,0,28,7,t,0,5,no,0,37
135424295,69,12,4,208,1243,f,1,4,4,t,0,f,1,2,1,1,1,1,0,0,0,12,t,0,5,yes,1,21
14823197,70,52,8,13,2388,f,1,13,13,t,0,t,0,3,1,1,1,1,13,13,13,1,t,0,6,no,0,46
75727877,70,0,1,0,1620,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,no,0,13
122134451,70,67,1,85,1328,f,1,1,1,t,0,f,1,2,1,1,1,1,26,56,85,8,f,1,4,no,0,18
184313579,70,8,1,0,941,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,4,yes,1,26
